app_id,name,genres,tags,short_description,price,total_reviews,positive_ratio,release_date,developer,publisher,platforms,header_image
100124,RPG Adventure #212,"[""RPG""]","[""Magic"", ""Atmospheric"", ""Roguelite"", ""Perma-death"", ""Procedural Generation"", ""Moody"", ""Story Rich""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",0.0,3133,0.57,2017-01-01,Supergiant Games,Supergiant Games,"[""Mac"", ""Linux""]",
100125,RPG Adventure #352,"[""RPG""]","[""Party-Based RPG"", ""Choices Matter"", ""Narrative"", ""Story Rich""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",4.99,4468,0.82,2017-01-01,BioWare,BioWare,"[""Windows""]",
100126,RPG Adventure #242,"[""RPG""]","[""Party-Based"", ""Isometric"", ""Strategy"", ""Atmospheric"", ""Singleplayer"", ""Retro"", ""Story Rich""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Piranha Bytes.",4.99,154,0.67,2021-01-01,Piranha Bytes,Piranha Bytes,"[""Mac"", ""Windows"", ""Linux""]",
100127,RPG Adventure #149,"[""RPG""]","[""Cyberpunk"", ""Combat"", ""Third Person"", ""Action"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by FromSoftware.",19.99,3693,0.74,2014-01-01,FromSoftware,FromSoftware,"[""Mac"", ""Linux"", ""Windows""]",
100128,RPG Adventure #83,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Atmospheric"", ""Action"", ""Retro"", ""Dark"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by FromSoftware.",39.99,7348,0.85,2019-01-01,FromSoftware,FromSoftware,"[""Windows""]",
100129,RPG Adventure #275,"[""RPG""]","[""Visual Novel"", ""Turn-Based"", ""Anime"", ""Story Rich""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Troika Games.",14.99,446,0.63,2017-01-01,Troika Games,Troika Games,"[""Windows""]",
100130,RPG Adventure #273,"[""RPG""]","[""Linear"", ""Anime"", ""JRPG"", ""Co-op"", ""Turn-Based"", ""Magic"", ""Story Rich""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",59.99,265,0.99,2007-01-01,Fatshark,Fatshark,"[""Linux"", ""Mac""]",
100131,Baldur's Gate 3,"[""RPG""]","[""Loot"", ""Hack and Slash"", ""Combat"", ""Third Person"", ""Action"", ""Singleplayer"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",39.99,5072,0.99,2016-01-01,Fatshark,Fatshark,"[""Mac"", ""Linux""]",
100132,Torchlight II,"[""RPG""]","[""Party-Based"", ""Turn-Based Strategy"", ""Isometric"", ""Strategy"", ""Cyberpunk"", ""Co-op"", ""Multiplayer"", ""Magic"", ""Tactical RPG""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Owlcat Games.",49.99,6474,0.78,2001-01-01,Owlcat Games,Owlcat Games,"[""Linux"", ""Mac"", ""Windows""]",
100133,RPG Adventure #439,"[""RPG""]","[""Party-Based"", ""Turn-Based Strategy"", ""Isometric"", ""Strategy"", ""Atmospheric"", ""Tactical RPG""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",29.99,1950,0.83,2002-01-01,Tactical Adventures,Tactical Adventures,"[""Mac"", ""Windows"", ""Linux""]",
100134,RPG Adventure #214,"[""RPG""]","[""Co-op"", ""Sandbox"", ""Multiplayer"", ""Fantasy"", ""Non-linear"", ""Exploration"", ""Singleplayer"", ""Open World""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Obsidian Entertainment.",14.99,7928,0.73,2023-01-01,Obsidian Entertainment,Obsidian Entertainment,"[""Mac""]",
100135,RPG Adventure #27,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Atmospheric"", ""Difficult"", ""Moody"", ""Souls-like"", ""Story Rich""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",29.99,408,0.58,2009-01-01,Fatshark,Fatshark,"[""Linux"", ""Mac""]",
100136,RPG Adventure #204,"[""RPG""]","[""Turn-Based Strategy"", ""Party-Based"", ""Isometric"", ""Strategy"", ""Fantasy"", ""Story Rich"", ""Hand-drawn""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",14.99,128,0.69,2023-01-01,Tactical Adventures,Tactical Adventures,"[""Windows""]",
100137,RPG Adventure #265,"[""RPG""]","[""Sandbox"", ""Multiplayer"", ""Exploration"", ""Open World"", ""Survival"", ""Story Rich"", ""Hand-drawn""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",14.99,951,0.98,2015-01-01,Tactical Adventures,Tactical Adventures,"[""Mac"", ""Linux"", ""Windows""]",
100138,RPG Adventure #302,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Difficult"", ""Retro"", ""Moody"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Troika Games.",9.99,850,0.82,2017-01-01,Troika Games,Troika Games,"[""Windows"", ""Mac"", ""Linux""]",
100139,RPG Adventure #422,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Difficult"", ""Action"", ""Retro""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Larian Studios.",0.0,6269,0.59,2006-01-01,Larian Studios,Larian Studios,"[""Linux"", ""Mac"", ""Windows""]",
100140,RPG Adventure #94,"[""RPG""]","[""Procedural Generation"", ""Moody"", ""Roguelite"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",39.99,5396,0.83,2000-01-01,Grinding Gear Games,Grinding Gear Games,"[""Mac""]",
100141,RPG Adventure #400,"[""RPG""]","[""Isometric"", ""RPG"", ""Party-Based RPG"", ""Choices Matter"", ""Dark""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",9.99,4730,0.98,2007-01-01,Grinding Gear Games,Grinding Gear Games,"[""Mac""]",
100142,RPG Adventure #17,"[""RPG""]","[""Atmospheric"", ""Dungeon Crawler"", ""Hand-drawn"", ""Roguelite"", ""Story Rich"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Obsidian Entertainment.",14.99,2720,0.69,2009-01-01,Obsidian Entertainment,Obsidian Entertainment,"[""Windows"", ""Mac"", ""Linux""]",
100143,RPG Adventure #130,"[""RPG""]","[""Turn-Based Strategy"", ""Tactical RPG"", ""Strategy"", ""Retro""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Larian Studios.",4.99,7090,0.63,2015-01-01,Larian Studios,Larian Studios,"[""Mac"", ""Linux""]",
100144,RPG Adventure #84,"[""RPG""]","[""Cyberpunk"", ""Co-op"", ""Dungeon Crawler"", ""Fantasy"", ""Roguelite"", ""Perma-death"", ""Procedural Generation"", ""Dark"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Amplitude Studios.",59.99,72,0.75,2018-01-01,Amplitude Studios,Amplitude Studios,"[""Windows"", ""Mac"", ""Linux""]",
100145,RPG Adventure #95,"[""RPG""]","[""Combat"", ""Multiplayer"", ""Action"", ""Magic"", ""Action RPG"", ""Hand-drawn""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",39.99,514,0.99,2021-01-01,Supergiant Games,Supergiant Games,"[""Linux"", ""Mac"", ""Windows""]",
100146,RPG Adventure #357,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Difficult"", ""Atmospheric"", ""Action"", ""Singleplayer"", ""Dark"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",39.99,3382,0.62,2024-01-01,Supergiant Games,Supergiant Games,"[""Windows"", ""Linux""]",
100147,RPG Adventure #231,"[""RPG""]","[""Boss Rush"", ""Pixel Graphics"", ""Dark Fantasy"", ""Difficult"", ""Atmospheric"", ""Action"", ""Souls-like"", ""Hand-drawn""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",39.99,2844,0.77,2002-01-01,Fatshark,Fatshark,"[""Linux"", ""Windows"", ""Mac""]",
100148,RPG Adventure #220,"[""RPG""]","[""Loot"", ""Hack and Slash"", ""Combat"", ""Third Person"", ""Action"", ""Singleplayer"", ""Retro"", ""Dark"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by FromSoftware.",19.99,2541,0.97,2014-01-01,FromSoftware,FromSoftware,"[""Linux"", ""Windows""]",
100149,RPG Adventure #417,"[""RPG""]","[""Visual Novel"", ""Turn-Based"", ""Linear"", ""Dark""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",59.99,231,0.94,2002-01-01,BioWare,BioWare,"[""Mac"", ""Linux"", ""Windows""]",
100150,RPG Adventure #159,"[""RPG""]","[""Loot"", ""Cyberpunk"", ""Hack and Slash"", ""Pixel Graphics"", ""Co-op"", ""Third Person"", ""Magic"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by inXile Entertainment.",49.99,2346,0.79,2004-01-01,inXile Entertainment,inXile Entertainment,"[""Windows""]",
100151,RPG Adventure #96,"[""RPG""]","[""Isometric"", ""Strategy"", ""Pixel Graphics"", ""Co-op"", ""Multiplayer"", ""Tactical RPG""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Troika Games.",14.99,9706,0.99,2014-01-01,Troika Games,Troika Games,"[""Windows""]",
100152,RPG Adventure #383,"[""RPG""]","[""Pixel Graphics"", ""Survival"", ""Sandbox"", ""Exploration"", ""Non-linear"", ""Singleplayer"", ""Crafting"", ""Story Rich"", ""Hand-drawn""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Larian Studios.",19.99,5374,0.76,2010-01-01,Larian Studios,Larian Studios,"[""Mac"", ""Windows"", ""Linux""]",
100153,RPG Adventure #228,"[""RPG""]","[""Cyberpunk"", ""Co-op"", ""Sandbox"", ""Non-linear"", ""Open World"", ""Crafting"", ""Story Rich""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",4.99,4406,0.79,2018-01-01,BioWare,BioWare,"[""Mac""]",
100154,RPG Adventure #292,"[""RPG""]","[""Co-op"", ""Atmospheric"", ""Dungeon Crawler"", ""Roguelite"", ""Perma-death"", ""Procedural Generation"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",4.99,14086,0.55,2013-01-01,Tactical Adventures,Tactical Adventures,"[""Linux"", ""Windows"", ""Mac""]",
100155,RPG Adventure #416,"[""RPG""]","[""Linear"", ""Anime"", ""JRPG"", ""Pixel Graphics"", ""Turn-Based"", ""Visual Novel"", ""Moody"", ""Story Rich"", ""Hand-drawn""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Amplitude Studios.",39.99,5154,0.93,2017-01-01,Amplitude Studios,Amplitude Studios,"[""Linux""]",
100156,RPG Adventure #268,"[""RPG""]","[""Isometric"", ""RPG"", ""Pixel Graphics"", ""Classic RPG"", ""Party-Based RPG"", ""Choices Matter"", ""Hand-drawn""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by FromSoftware.",39.99,3064,0.86,2024-01-01,FromSoftware,FromSoftware,"[""Linux"", ""Windows""]",
100157,Vampire: The Masquerade,"[""RPG""]","[""Loot"", ""Story Rich"", ""Hack and Slash"", ""Pixel Graphics"", ""Atmospheric"", ""Combat"", ""Third Person"", ""Action"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",59.99,2439,0.79,2004-01-01,Supergiant Games,Supergiant Games,"[""Windows"", ""Linux""]",
100158,RPG Adventure #399,"[""RPG""]","[""Loot"", ""Hack and Slash"", ""Atmospheric"", ""Combat"", ""Third Person"", ""Multiplayer"", ""Singleplayer"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",49.99,16245,0.72,2011-01-01,Grinding Gear Games,Grinding Gear Games,"[""Windows"", ""Linux""]",
100159,Path of Exile,"[""RPG""]","[""Party-Based RPG"", ""Narrative"", ""RPG"", ""Fantasy""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",29.99,1920,0.8,2020-01-01,Tactical Adventures,Tactical Adventures,"[""Mac""]",
100160,RPG Adventure #81,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Atmospheric"", ""Multiplayer"", ""Action"", ""Magic"", ""Souls-like"", ""Story Rich""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Larian Studios.",39.99,9317,0.71,2012-01-01,Larian Studios,Larian Studios,"[""Mac""]",
100161,RPG Adventure #189,"[""RPG""]","[""Dungeon Crawler"", ""Retro"", ""Perma-death"", ""Procedural Generation"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Obsidian Entertainment.",14.99,5965,0.74,2008-01-01,Obsidian Entertainment,Obsidian Entertainment,"[""Windows"", ""Mac"", ""Linux""]",
100162,RPG Adventure #247,"[""RPG""]","[""Cyberpunk"", ""Survival"", ""Sandbox"", ""Exploration"", ""Non-linear"", ""Open World"", ""Crafting"", ""Story Rich"", ""Hand-drawn""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Piranha Bytes.",4.99,4956,0.82,2011-01-01,Piranha Bytes,Piranha Bytes,"[""Linux"", ""Windows""]",
100163,RPG Adventure #237,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Difficult"", ""Multiplayer"", ""Action"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by inXile Entertainment.",4.99,8134,0.85,2005-01-01,inXile Entertainment,inXile Entertainment,"[""Mac"", ""Windows""]",
100164,RPG Adventure #287,"[""RPG""]","[""Magic"", ""Atmospheric"", ""Dungeon Crawler"", ""Roguelite"", ""Perma-death"", ""Procedural Generation"", ""Moody"", ""Story Rich"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",9.99,1656,0.85,2017-01-01,Haemimont Games,Haemimont Games,"[""Linux""]",
100165,RPG Adventure #251,"[""RPG""]","[""Crafting"", ""Sandbox"", ""Atmospheric"", ""Non-linear"", ""Open World"", ""Survival""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Larian Studios.",14.99,8221,0.69,2012-01-01,Larian Studios,Larian Studios,"[""Mac"", ""Linux"", ""Windows""]",
100166,RPG Adventure #100,"[""RPG""]","[""Classic RPG"", ""Party-Based RPG"", ""RPG"", ""Cyberpunk""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Owlcat Games.",14.99,23285,0.57,2009-01-01,Owlcat Games,Owlcat Games,"[""Linux""]",
100167,RPG Adventure #154,"[""RPG""]","[""Co-op"", ""Linear"", ""Story Rich"", ""JRPG""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Owlcat Games.",59.99,7489,0.63,2011-01-01,Owlcat Games,Owlcat Games,"[""Windows"", ""Linux"", ""Mac""]",
100168,RPG Adventure #338,"[""RPG""]","[""Turn-Based Strategy"", ""Party-Based"", ""Isometric"", ""Strategy"", ""Atmospheric"", ""Singleplayer"", ""Dark""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",4.99,2083,0.97,2024-01-01,Tactical Adventures,Tactical Adventures,"[""Windows""]",
100169,RPG Adventure #349,"[""RPG""]","[""Cyberpunk"", ""Dark Fantasy"", ""Difficult"", ""Multiplayer"", ""Action"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",14.99,7023,0.73,2001-01-01,Tactical Adventures,Tactical Adventures,"[""Linux"", ""Mac"", ""Windows""]",
100170,RPG Adventure #141,"[""RPG""]","[""Cyberpunk"", ""Exploration"", ""Open World"", ""Survival"", ""Story Rich""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Amplitude Studios.",0.0,544,0.78,2008-01-01,Amplitude Studios,Amplitude Studios,"[""Windows"", ""Mac"", ""Linux""]",
100171,RPG Adventure #152,"[""RPG""]","[""Linear"", ""Anime"", ""JRPG"", ""Pixel Graphics"", ""Turn-Based"", ""Visual Novel"", ""Story Rich"", ""Hand-drawn""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by inXile Entertainment.",39.99,8756,0.89,2012-01-01,inXile Entertainment,inXile Entertainment,"[""Windows"", ""Mac""]",
100172,RPG Adventure #369,"[""RPG""]","[""Party-Based"", ""Turn-Based Strategy"", ""Strategy"", ""Fantasy"", ""Singleplayer"", ""Tactical RPG"", ""Dark"", ""Hand-drawn""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",49.99,1928,0.75,2020-01-01,Haemimont Games,Haemimont Games,"[""Mac"", ""Linux"", ""Windows""]",
100173,Fallout 2,"[""RPG""]","[""Cyberpunk"", ""Boss Rush"", ""Dark Fantasy"", ""Co-op"", ""Atmospheric"", ""Difficult"", ""Action"", ""Singleplayer"", ""Souls-like""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",9.99,54,0.88,2018-01-01,Grinding Gear Games,Grinding Gear Games,"[""Linux"", ""Windows""]",
100174,RPG Adventure #6,"[""RPG""]","[""Loot"", ""Story Rich"", ""Hack and Slash"", ""Combat"", ""Third Person"", ""Fantasy"", ""Multiplayer"", ""Action"", ""Magic"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Amplitude Studios.",19.99,11789,0.75,2005-01-01,Amplitude Studios,Amplitude Studios,"[""Windows"", ""Linux""]",
100175,RPG Adventure #26,"[""RPG""]","[""Pixel Graphics"", ""Survival"", ""Sandbox"", ""Exploration"", ""Non-linear"", ""Crafting"", ""Story Rich""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by CD Projekt Red.",4.99,14984,0.71,2000-01-01,CD Projekt Red,CD Projekt Red,"[""Linux""]",
100176,RPG Adventure #235,"[""RPG""]","[""Retro"", ""Action"", ""Action RPG"", ""Combat""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",4.99,15039,0.99,2013-01-01,BioWare,BioWare,"[""Windows"", ""Linux"", ""Mac""]",
100177,Dragon's Dogma: Dark Arisen,"[""RPG""]","[""Cyberpunk"", ""Linear"", ""Story Rich"", ""Anime"", ""Magic"", ""Turn-Based"", ""Visual Novel"", ""JRPG""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",9.99,2975,0.91,2002-01-01,Fatshark,Fatshark,"[""Mac"", ""Windows"", ""Linux""]",
100178,RPG Adventure #342,"[""RPG""]","[""Party-Based"", ""Isometric"", ""Strategy"", ""Multiplayer"", ""Retro"", ""Magic"", ""Tactical RPG"", ""Dark""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Owlcat Games.",4.99,1735,0.92,2018-01-01,Owlcat Games,Owlcat Games,"[""Linux"", ""Mac"", ""Windows""]",
100179,RPG Adventure #411,"[""RPG""]","[""Cyberpunk"", ""Survival"", ""Sandbox"", ""Fantasy"", ""Retro"", ""Open World"", ""Crafting""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Tactical Adventures.",19.99,6979,0.64,2006-01-01,Tactical Adventures,Tactical Adventures,"[""Mac"", ""Windows"", ""Linux""]",
100180,RPG Adventure #208,"[""RPG""]","[""Pixel Graphics"", ""Survival"", ""Sandbox"", ""Atmospheric"", ""Crafting""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",4.99,7840,0.7,2016-01-01,Supergiant Games,Supergiant Games,"[""Linux""]",
100181,RPG Adventure #129,"[""RPG""]","[""Survival"", ""Sandbox"", ""Fantasy"", ""Non-linear"", ""Exploration"", ""Open World"", ""Crafting""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",4.99,3987,0.78,2000-01-01,Supergiant Games,Supergiant Games,"[""Windows"", ""Mac""]",
100182,RPG Adventure #163,"[""RPG""]","[""Loot"", ""Hack and Slash"", ""Pixel Graphics"", ""Combat"", ""Third Person"", ""Action"", ""Retro"", ""Moody"", ""Dark"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",9.99,2912,0.74,2008-01-01,Supergiant Games,Supergiant Games,"[""Linux""]",
100183,RPG Adventure #423,"[""RPG""]","[""Loot"", ""Hack and Slash"", ""Co-op"", ""Combat"", ""Third Person"", ""Action"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",39.99,622,0.88,2023-01-01,Haemimont Games,Haemimont Games,"[""Windows""]",
100184,RPG Adventure #371,"[""RPG""]","[""Linear"", ""Anime"", ""Turn-Based"", ""Fantasy"", ""Visual Novel"", ""Dark"", ""Story Rich""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",9.99,771,0.85,2022-01-01,Haemimont Games,Haemimont Games,"[""Windows""]",
100185,RPG Adventure #18,"[""RPG""]","[""Party-Based"", ""Strategy"", ""Fantasy"", ""Retro"", ""Tactical RPG"", ""Dark""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by BioWare.",39.99,533,0.94,2008-01-01,BioWare,BioWare,"[""Windows"", ""Linux"", ""Mac""]",
100186,RPG Adventure #50,"[""RPG""]","[""Isometric"", ""Turn-Based Strategy"", ""Party-Based"", ""Strategy"", ""Singleplayer"", ""Magic"", ""Tactical RPG""]","An epic tactical rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by inXile Entertainment.",4.99,439,0.73,2018-01-01,inXile Entertainment,inXile Entertainment,"[""Mac"", ""Windows"", ""Linux""]",
100187,RPG Adventure #427,"[""RPG""]","[""Isometric"", ""Pixel Graphics"", ""Magic"", ""Singleplayer"", ""Classic RPG"", ""Party-Based RPG"", ""Story Rich""]","An epic crpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Amplitude Studios.",0.0,8625,0.8,2017-01-01,Amplitude Studios,Amplitude Studios,"[""Mac"", ""Linux"", ""Windows""]",
100188,RPG Adventure #48,"[""RPG""]","[""Survival"", ""Sandbox"", ""Non-linear"", ""Open World"", ""Crafting"", ""Moody""]","An epic open world set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Fatshark.",0.0,6124,0.92,2005-01-01,Fatshark,Fatshark,"[""Mac""]",
100189,RPG Adventure #147,"[""RPG""]","[""Loot"", ""Hack and Slash"", ""Third Person"", ""Action"", ""Moody"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Troika Games.",0.0,14710,0.72,2011-01-01,Troika Games,Troika Games,"[""Linux""]",
100190,RPG Adventure #290,"[""RPG""]","[""Cyberpunk"", ""Dungeon Crawler"", ""Multiplayer"", ""Retro"", ""Roguelite"", ""Perma-death"", ""Procedural Generation"", ""Moody"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Larian Studios.",0.0,21343,0.7,2013-01-01,Larian Studios,Larian Studios,"[""Windows""]",
100191,RPG Adventure #239,"[""RPG""]","[""Cyberpunk"", ""Co-op"", ""Dungeon Crawler"", ""Retro"", ""Roguelite"", ""Perma-death"", ""Procedural Generation"", ""Dark"", ""Roguelike""]","An epic roguelike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Obsidian Entertainment.",59.99,435,0.94,2007-01-01,Obsidian Entertainment,Obsidian Entertainment,"[""Linux"", ""Windows""]",
100192,RPG Adventure #269,"[""RPG""]","[""Linear"", ""Story Rich"", ""Anime"", ""Turn-Based"", ""Atmospheric"", ""Retro"", ""Visual Novel"", ""Dark"", ""JRPG""]","An epic jrpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Supergiant Games.",4.99,7506,0.54,2016-01-01,Supergiant Games,Supergiant Games,"[""Mac""]",
100193,RPG Adventure #408,"[""RPG""]","[""Boss Rush"", ""Dark Fantasy"", ""Co-op"", ""Atmospheric"", ""Difficult"", ""Singleplayer"", ""Story Rich""]","An epic soulslike set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Haemimont Games.",29.99,11841,0.97,2010-01-01,Haemimont Games,Haemimont Games,"[""Linux"", ""Windows""]",
100194,RPG Adventure #75,"[""RPG""]","[""Loot"", ""Story Rich"", ""Atmospheric"", ""Combat"", ""Action"", ""Singleplayer"", ""Dark"", ""Action RPG""]","An epic action rpg set in a dark fantasy world. Explore vast lands, fight powerful enemies and uncover ancient mysteries. Developed by Grinding Gear Games.",29.99,589,0.74,2024-01-01,Grinding Gear Games,Grinding Gear Games,"[""Linux""]",
